category,category_href,subcat,subcat_href,name,stars,price,star_rating,review_raw,review_count,price_num
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Logo Animation,https://www.fiverr.com/categories/video-animation/logo-animation-services?source=gallery-listing,I will design a professional custom logo animation,5.0(12),Starting at€88.88,5.0,12,12.0,88.88
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,WordPress,https://www.fiverr.com/categories/programming-tech/wordpress-services?source=gallery-listing,I will transfer your wordpress to new host or domain within 30 hours,5.0(11),Starting at€88.88,5.0,11,11.0,88.88
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Data Analysis & Reports,https://www.fiverr.com/categories/programming-tech/data-analysis-services?source=gallery-listing,I will create an interactive google data studio dashboard,nan,Starting at€13.33,5.0,1,17.0,13.33
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Viral Videos,https://www.fiverr.com/categories/lifestyle/viral-videos?source=gallery-listing,I will create monetize viral funny video for youtube and facebook page,4.9(9),Starting at€8.89,4.9,9,9.0,8.89
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Domain Research,https://www.fiverr.com/categories/online-marketing/domain-research-services?source=gallery-listing,I will provide purcahsed emails data from builtwith of any industry,4.9(64),Starting at€26.66,4.9,64,64.0,26.66
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Mixing & Mastering,https://www.fiverr.com/categories/music-audio/mixing-mastering?source=gallery-listing,I will get your song ready for release,5.0(4),Starting at€44.44,5.0,4,4.0,44.44
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Online Lessons,https://www.fiverr.com/categories/lifestyle/online-private-lessons?source=gallery-listing,I will assist you in tasks and projects related to civil engineering,5.0(5),Starting at€8.89,5.0,5,5.0,8.89
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Podcast EditingNew,https://www.fiverr.com/categories/music-audio/podcast-editing?source=gallery-listing,I will professionally edit your podcast,5.0(6),Starting at€26.66,5.0,6,6.0,26.66
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Audiobook ProductionNew,https://www.fiverr.com/categories/music-audio/audiobook-production?source=gallery-listing,I will breathe life into your story with my narration,nan,Starting at€22.22,5.0,1,17.0,22.22
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Development for StreamersNew,https://www.fiverr.com/categories/programming-tech/development-for-streamers?source=gallery-listing,I will setup obs for perfect streams on youtube and twitch,5.0(1),Starting at€13.33,5.0,1,1.0,13.33
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Vocal Tuning,https://www.fiverr.com/categories/music-audio/vocal-tuning?source=gallery-listing,I will perfectly tune and pitch correct your vocals using melodyne,5.0(2),Starting at€8.89,5.0,2,2.0,8.89
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Screencasting Videos,https://www.fiverr.com/categories/video-animation/screencasting-videos?source=gallery-listing,I will create a screencasting video for your website or app,5.0(1),Starting at€8.89,5.0,1,1.0,8.89
Business,https://www.fiverr.com/categories/business?source=category_tree,Virtual Assistant,https://www.fiverr.com/categories/business/virtual-assistant-services?source=gallery-listing,I will do cold calling and lead generation for b2b,4.9(70),Starting at€22.22,4.9,70,70.0,22.22
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Desktop Applications,https://www.fiverr.com/categories/programming-tech/desktop-app-services?source=gallery-listing,"I will code ninjatrader indicator and strategies, do conversion mt, tos to nt",5.0(4),Starting at€62.21,5.0,4,4.0,62.21
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,eLearning Video ProductionNew,https://www.fiverr.com/categories/video-animation/elearning-video-production?source=gallery-listing,I will create elearning video from powerpoint presentation,5.0(2),Starting at€44.44,5.0,2,2.0,44.44
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,LinkedIn Profiles,https://www.fiverr.com/categories/writing-translation/linkedin-profile-services?source=gallery-listing,I will optimize your linkedin profile and resume writing,5.0(1),Starting at€8.89,5.0,1,1.0,8.89
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Producers & Composers,https://www.fiverr.com/categories/music-audio/producers-composers?source=gallery-listing,I will be your ghost music producer for any track,4.9(34),Starting at€62.21,4.9,34,34.0,62.21
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Lyric & Music Videos,https://www.fiverr.com/categories/video-animation/music-videos?source=gallery-listing,I will produce visual music video or lyric music video,5.0(4),Starting at€57.77,5.0,4,4.0,57.77
Business,https://www.fiverr.com/categories/business?source=category_tree,Career Counseling,https://www.fiverr.com/categories/business/career-counseling?source=gallery-listing,I will help you find a job,5.0(4),Starting at€17.78,5.0,4,4.0,17.78
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Mobile Marketing & Advertising,https://www.fiverr.com/categories/online-marketing/mobile-advertising?source=gallery-listing,I will create playable ads for your games or app,4.8(6),Starting at€88.88,4.8,6,6.0,88.88
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Cover Letters,https://www.fiverr.com/categories/writing-translation/cover-letter-services?source=gallery-listing,I will write a professional cover letter and purpose statement,5.0(2),Starting at€17.78,5.0,2,2.0,17.78
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,LinkedIn Profiles,https://www.fiverr.com/categories/writing-translation/linkedin-profile-services?source=gallery-listing,"I will update, adapt and empower your linkedin profile",4.8(2),Starting at€13.33,4.8,2,2.0,13.33
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Collectibles,https://www.fiverr.com/categories/lifestyle/collectibles?source=gallery-listing,I will paint your tabletop models,5.0(1),Starting at€8.89,5.0,1,1.0,8.89
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Product Descriptions,https://www.fiverr.com/categories/writing-translation/product-description?source=gallery-listing,I will write your app description,4.9(44),Starting at€88.88,4.9,44,44.0,88.88
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Speechwriting,https://www.fiverr.com/categories/writing-translation/speech-writing?source=gallery-listing,I will write you a profound speech,4.9(15),Starting at€17.78,4.9,15,15.0,17.78
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,White Papers,https://www.fiverr.com/categories/writing-translation/white-papers?source=gallery-listing,I will write a convincing white paper,nan,Starting at€88.88,5.0,1,17.0,88.88
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Mobile Marketing & Advertising,https://www.fiverr.com/categories/online-marketing/mobile-advertising?source=gallery-listing,I will do viral promotion for your website or app to make it popular,5.0(3),Starting at€8.89,5.0,3,3.0,8.89
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Audio Ads ProductionNew,https://www.fiverr.com/categories/music-audio/audio-ads-production?source=gallery-listing,"I will record your voicemail, prompts or on hold message",5.0(6),Starting at€8.89,5.0,6,6.0,8.89
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Subtitles & Captions,https://www.fiverr.com/categories/video-animation/subtitles-captions?source=gallery-listing,I will create and add srt or vtt subtitles for your german videos,5.0(3),Starting at€13.33,5.0,3,3.0,13.33
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Spokespersons Videos,https://www.fiverr.com/categories/video-animation/buy-spokesperson-video?source=gallery-listing,I will be your energetic HD green screen spokesperson,5.0(26),Starting at€88.88,5.0,26,26.0,88.88
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Support & IT,https://www.fiverr.com/categories/programming-tech/support-it-services?source=gallery-listing,I will provide help with retropie images and roms,5.0(8),Starting at€17.78,5.0,8,8.0,17.78
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Brand Voice & Tone,https://www.fiverr.com/categories/writing-translation/tone-of-voice?source=gallery-listing,I will artistically master your message,5.0(53),Starting at€71.10,5.0,53,53.0,71.1
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Mobile Marketing & Advertising,https://www.fiverr.com/categories/online-marketing/mobile-advertising?source=gallery-listing,I will rank android apps via aso and seo optimize app descriptions,5.0(2),Starting at€8.89,5.0,2,2.0,8.89
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Traveling,https://www.fiverr.com/categories/lifestyle/traveling?source=gallery-listing,I will help you to do anything in turkey for you,5.0(8),Starting at€13.33,5.0,8,8.0,13.33
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Legal Writing,https://www.fiverr.com/categories/writing-translation/legal-writing?source=gallery-listing,"I will draft powerful legal contracts, agreements and terms and conditions",4.7(27),Starting at€22.22,4.7,27,27.0,22.22
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Support & IT,https://www.fiverr.com/categories/programming-tech/support-it-services?source=gallery-listing,I will do podio automation for real estate business,5.0(22),Starting at€88.88,5.0,22,22.0,88.88
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Character Animation,https://www.fiverr.com/categories/video-animation/animated-characters-modeling?source=gallery-listing,I will create  2d character animation video,5.0(7),Starting at€26.66,5.0,7,7.0,26.66
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Research & Summaries,https://www.fiverr.com/categories/writing-translation/research-summaries?source=gallery-listing,"I will research,write,edit and proofread grant proposal or business plan",4.7(50),Starting at€44.44,4.7,50,50.0,44.44
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Intros & Outros,https://www.fiverr.com/categories/video-animation/video-intro-and-outro?source=gallery-listing,"I will make custom intro promo with your photos, videos, words and logo",4.9(140),Starting at€39.99,4.9,140,140.0,39.99
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Personal StylistsNew,https://www.fiverr.com/categories/lifestyle/personal-stylists?source=gallery-listing,I will be a virtual personal stylist and shopping guide,5.0(1),Starting at€66.66,5.0,1,1.0,66.66
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Spiritual & Healing,https://www.fiverr.com/categories/lifestyle/spiritual-healing?source=gallery-listing,I will write you a beautiful guided meditation script,5.0(60),Starting at€8.89,5.0,60,60.0,8.89
Business,https://www.fiverr.com/categories/business?source=category_tree,Project ManagementNew,https://www.fiverr.com/categories/business/project-management?source=gallery-listing,I will do and write anything related to engineering management,5.0(11),Starting at€8.89,5.0,11,11.0,8.89
Business,https://www.fiverr.com/categories/business?source=category_tree,Data Entry,https://www.fiverr.com/categories/business/data-entry?source=gallery-listing,I will provide quickbooks online and taxation services,nan,Starting at€44.44,5.0,1,17.0,44.44
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Character Animation,https://www.fiverr.com/categories/video-animation/animated-characters-modeling?source=gallery-listing,I will do puppet for adobe character animator cc 2019,5.0(37),Starting at€13.33,5.0,37,37.0,13.33
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Local PhotographyBeta,https://www.fiverr.com/categories/video-animation/local-photographers?source=gallery-listing,I will photograph and edit your portrait,nan,Starting at€88.88,5.0,1,17.0,88.88
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Product Descriptions,https://www.fiverr.com/categories/writing-translation/product-description?source=gallery-listing,I will maximize your airbnb bookings with expert writing,5.0(6),Starting at€44.44,5.0,6,6.0,44.44
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Character Animation,https://www.fiverr.com/categories/video-animation/animated-characters-modeling?source=gallery-listing,I will create a traditional 2d cartoon animation,4.9(25),Starting at€133.32,4.9,25,25.0,133.32
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Press Releases,https://www.fiverr.com/categories/online-marketing/writing-press-releases?source=gallery-listing,I will write an attention getting press release,5.0(62),Starting at€66.66,5.0,62,62.0,66.66
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Product Photography,https://www.fiverr.com/categories/video-animation/product-photography?source=gallery-listing,"I will shoot unique product, studio, and lifestyle photography",5.0(45),Starting at€17.78,5.0,45,45.0,17.78
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Domain Research,https://www.fiverr.com/categories/online-marketing/domain-research-services?source=gallery-listing,I will buy a domain with cpanel hosting for 1 year,5.0(2),Starting at€26.66,5.0,2,2.0,26.66
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Online Coding LessonsNew,https://www.fiverr.com/categories/programming-tech/online-coding-lessons?source=gallery-listing,"I will teach you php,mysql,html,css,javascript,jquery,bootstrap, live coding sessions",5.0(44),Starting at€22.22,5.0,44,44.0,22.22
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Proofreading & Editing,https://www.fiverr.com/categories/writing-translation/proofreading-editing?source=gallery-listing,I will edit your application essay and statement of purpose,5.0(8),Starting at€35.55,5.0,8,8.0,35.55
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Speechwriting,https://www.fiverr.com/categories/writing-translation/speech-writing?source=gallery-listing,I will write a motivational speech,nan,Starting at€13.33,5.0,1,17.0,13.33
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Case Studies,https://www.fiverr.com/categories/writing-translation/case-study-writing?source=gallery-listing,I will assist in business or ethics related case study or reports,5.0(31),Starting at€13.33,5.0,31,31.0,13.33
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Social Media Copy,https://www.fiverr.com/categories/writing-translation/social-media-copywriting?source=gallery-listing,I will copywrite you a killer facebook ad,5.0(53),Starting at€111.10,5.0,53,53.0,111.1
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,App & Website Previews,https://www.fiverr.com/categories/video-animation/app-website-previews?source=gallery-listing,I will create custom app promo video or explainer video,5.0(29),Starting at€44.44,5.0,29,29.0,44.44
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Databases,https://www.fiverr.com/categories/programming-tech/database-programming-services?source=gallery-listing,I will optimize mysql or mariadb database server,5.0(7),Starting at€39.99,5.0,7,7.0,39.99
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Chatbots,https://www.fiverr.com/categories/programming-tech/chatbots?source=gallery-listing,I will build a twitter bot that tweets automatically,5.0(12),Starting at€17.78,5.0,12,12.0,17.78
Business,https://www.fiverr.com/categories/business?source=category_tree,Legal Consulting,https://www.fiverr.com/categories/business/legal-consulting-services?source=gallery-listing,I will review and draft legal correspondence and consult,nan,Starting at€35.55,5.0,1,17.0,35.55
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Influencer Marketing,https://www.fiverr.com/categories/online-marketing/influencer-marketing?source=gallery-listing,I will shout you out to 14 000 subscribers,4.4(23),Starting at€8.89,4.4,23,23.0,8.89
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Online Coding LessonsNew,https://www.fiverr.com/categories/programming-tech/online-coding-lessons?source=gallery-listing,"I will teach and help you learn c plus plus, c, c sharp, and java",5.0(73),Starting at€8.89,5.0,73,73.0,8.89
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Web Traffic,https://www.fiverr.com/categories/online-marketing/website-traffic?source=gallery-listing,I will set up your google ads campaign,nan,Starting at€53.33,5.0,1,17.0,53.33
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Data Analysis & Reports,https://www.fiverr.com/categories/programming-tech/data-analysis-services?source=gallery-listing,"I will write for you the perfect sql query in bigquery, mysql, or consulting",5.0(9),Starting at€35.55,5.0,9,9.0,35.55
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Animated GIFs,https://www.fiverr.com/categories/video-animation/animated-gifs?source=gallery-listing,I will trippy gifs for social media and any 2d,4.8(4),Starting at€88.88,4.8,4,4.0,88.88
Business,https://www.fiverr.com/categories/business?source=category_tree,Financial ConsultingNew,https://www.fiverr.com/categories/business/financial-consulting-services?source=gallery-listing,I will teach you how to day trade stocks profitably,5.0(15),Starting at€44.44,5.0,15,15.0,44.44
Business,https://www.fiverr.com/categories/business?source=category_tree,Virtual Assistant,https://www.fiverr.com/categories/business/virtual-assistant-services?source=gallery-listing,"I will virtual assistant, data entry, mining web research admin job",5.0(41),Starting at€17.78,5.0,41,41.0,17.78
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,DJ Drops & Tags,https://www.fiverr.com/categories/music-audio/dj-drops-tags?source=gallery-listing,"I will record 3 male dj drops, producer tags or sweepers",4.9(41),Starting at€13.33,4.9,41,41.0,13.33
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Greeting Cards & Videos,https://www.fiverr.com/categories/lifestyle/greeting-cards-videos-online?source=gallery-listing,I will send you a personalized video from a character,5.0(6),Starting at€8.89,5.0,6,6.0,8.89
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Cybersecurity & Data ProtectionNew,https://www.fiverr.com/categories/programming-tech/cybersecurity-data-protection?source=gallery-listing,I will conduct penetration testing and vulnerability assessment,5.0(2),Starting at€133.32,5.0,2,2.0,133.32
Business,https://www.fiverr.com/categories/business?source=category_tree,E-Commerce ManagementNew,https://www.fiverr.com/categories/business/ecommerce-management?source=gallery-listing,I will be your amazon private label and wholesale fba business VA,5.0(19),Starting at€44.44,5.0,19,19.0,44.44
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Mixing & Mastering,https://www.fiverr.com/categories/music-audio/mixing-mastering?source=gallery-listing,I will professionally mix your music affordably,5.0(6),Starting at€26.66,5.0,6,6.0,26.66
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Subtitles & Captions,https://www.fiverr.com/categories/video-animation/subtitles-captions?source=gallery-listing,I will add french subtitles to your videos,5.0(9),Starting at€8.89,5.0,9,9.0,8.89
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Online Lessons,https://www.fiverr.com/categories/lifestyle/online-private-lessons?source=gallery-listing,I will help you in physics and calculus,5.0(12),Starting at€8.89,5.0,12,12.0,8.89
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Vocal Tuning,https://www.fiverr.com/categories/music-audio/vocal-tuning?source=gallery-listing,I will tune your vocal manually and professionally,5.0(13),Starting at€31.11,5.0,13,13.0,31.11
Business,https://www.fiverr.com/categories/business?source=category_tree,Career Counseling,https://www.fiverr.com/categories/business/career-counseling?source=gallery-listing,I will conduct a mock behavioral interview and provide feedback,5.0(5),Starting at€26.66,5.0,5,5.0,26.66
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Book & eBook Writing,https://www.fiverr.com/categories/writing-translation/book-and-ebook-writing?source=gallery-listing,I will write your business book or any other nonfiction book idea,5.0(6),Starting at€62.21,5.0,6,6.0,62.21
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Audiobook ProductionNew,https://www.fiverr.com/categories/music-audio/audiobook-production?source=gallery-listing,I will master your audiobook for acx audible and itunes,4.9(24),Starting at€35.55,4.9,24,24.0,35.55
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Mixing & Mastering,https://www.fiverr.com/categories/music-audio/mixing-mastering?source=gallery-listing,I will mix and master your music in our professional studio,5.0(40),Starting at€88.88,5.0,40,40.0,88.88
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Podcast Writing,https://www.fiverr.com/categories/writing-translation/podcast?source=gallery-listing,I will write show notes for your podcast,5.0(6),Starting at€8.89,5.0,6,6.0,8.89
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Mobile Apps,https://www.fiverr.com/categories/programming-tech/mobile-app-services?source=gallery-listing,I will create roku and amazon tv channel app,4.9(26),Starting at€84.43,4.9,26,26.0,84.43
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Databases,https://www.fiverr.com/categories/programming-tech/database-programming-services?source=gallery-listing,I will any sql database or access database work for you,5.0(127),Starting at€17.78,5.0,127,127.0,17.78
Business,https://www.fiverr.com/categories/business?source=category_tree,Market Research,https://www.fiverr.com/categories/business/market-research-reports?source=gallery-listing,I will do internet research or desk research,5.0(5),Starting at€53.33,5.0,5,5.0,53.33
Business,https://www.fiverr.com/categories/business?source=category_tree,Career Counseling,https://www.fiverr.com/categories/business/career-counseling?source=gallery-listing,I will find a job for you,4.5(19),Starting at€13.33,4.5,19,19.0,13.33
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Research & Summaries,https://www.fiverr.com/categories/writing-translation/research-summaries?source=gallery-listing,"I will do any task in accounting, finance and economics,essays",4.5(16),Starting at€39.99,4.5,16,16.0,39.99
Business,https://www.fiverr.com/categories/business?source=category_tree,HR ConsultingNew,https://www.fiverr.com/categories/business/hr-consulting?source=gallery-listing,I will do recruitment I will find the best candidates for your upcoming job openings,nan,Starting at€8.89,5.0,1,17.0,8.89
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Astrology & Readings,https://www.fiverr.com/categories/lifestyle/astrology-fortune-telling-reading?source=gallery-listing,I will telepathically implant thoughts and delete thoughts instantly,4.8(5),Starting at€8.89,4.8,5,5.0,8.89
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Live Action Explainers,https://www.fiverr.com/categories/video-animation/live-action-videos?source=gallery-listing,I will make attractive video commercial for crowdfunding or product,5.0(8),Starting at€106.65,5.0,8,8.0,106.65
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,LinkedIn Profiles,https://www.fiverr.com/categories/writing-translation/linkedin-profile-services?source=gallery-listing,"I will create a standout, search engine friendly linkedin profile",nan,Starting at€66.66,5.0,1,17.0,66.66
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Databases,https://www.fiverr.com/categories/programming-tech/database-programming-services?source=gallery-listing,I will code and help you with oracle sql queries and plsql scripts,5.0(110),Starting at€8.89,5.0,110,110.0,8.89
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Subtitles & Captions,https://www.fiverr.com/categories/video-animation/subtitles-captions?source=gallery-listing,I will translate and subtitle japanese videos to english,5.0(2),Starting at€8.89,5.0,2,2.0,8.89
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Short Video Ads,https://www.fiverr.com/categories/video-animation/short-video-ads?source=gallery-listing,I will record a video ad or demo of your product,5.0(26),Starting at€39.99,5.0,26,26.0,39.99
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Development for StreamersNew,https://www.fiverr.com/categories/programming-tech/development-for-streamers?source=gallery-listing,I will set up your twitch stream to look professional,nan,Starting at€13.33,5.0,1,17.0,13.33
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,WordPress,https://www.fiverr.com/categories/programming-tech/wordpress-services?source=gallery-listing,"I will do wordpress optimization, gtmetrix score boost within your time frame",nan,Starting at€8.89,5.0,1,17.0,8.89
Business,https://www.fiverr.com/categories/business?source=category_tree,Presentations,https://www.fiverr.com/categories/business/online-presentations?source=gallery-listing,I will design a professional powerpoint presentation,5.0(7),Starting at€26.66,5.0,7,7.0,26.66
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Visual Effects,https://www.fiverr.com/categories/video-animation/visual-effects?source=gallery-listing,I will do professional video color correction and grading,5.0(31),Starting at€31.11,5.0,31,31.0,31.11
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Book EditingNew,https://www.fiverr.com/categories/writing-translation/book-editing?source=gallery-listing,I will line edit a novel in 3 days,4.7(10),Starting at€48.88,4.7,10,10.0,48.88
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Technical Writing,https://www.fiverr.com/categories/writing-translation/technical-writing-services?source=gallery-listing,I will do software engineering documentation and make uml diagrams,5.0(7),Starting at€17.78,5.0,7,7.0,17.78
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Podcast Writing,https://www.fiverr.com/categories/writing-translation/podcast?source=gallery-listing,I will write an amazing script to your podcast or youtube video,5.0(7),Starting at€66.66,5.0,7,7.0,66.66
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Domain Research,https://www.fiverr.com/categories/online-marketing/domain-research-services?source=gallery-listing,I will provide ahrefs DR 40 expired domain,5.0(16),Starting at€8.89,5.0,16,16.0,8.89
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Audiobook ProductionNew,https://www.fiverr.com/categories/music-audio/audiobook-production?source=gallery-listing,I will narrate and produce your audiobook,5.0(3),Starting at€8.89,5.0,3,3.0,8.89
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Animation for Kids,https://www.fiverr.com/categories/video-animation/animation-for-kids?source=gallery-listing,I will make custom black and white 2d animation video,5.0(34),Starting at€17.78,5.0,34,34.0,17.78
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Research & Summaries,https://www.fiverr.com/categories/writing-translation/research-summaries?source=gallery-listing,I will help you in qualitative research design and methodology,5.0(3),Starting at€88.88,5.0,3,3.0,88.88
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Spiritual & Healing,https://www.fiverr.com/categories/lifestyle/spiritual-healing?source=gallery-listing,I will use mind reading to tell you what someone thinks,5.0(6),Starting at€8.89,5.0,6,6.0,8.89
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Animation for Kids,https://www.fiverr.com/categories/video-animation/animation-for-kids?source=gallery-listing,I will create 2d animation video and children stories,4.5(6),Starting at€17.78,4.5,6,6.0,17.78
Business,https://www.fiverr.com/categories/business?source=category_tree,Business Plans,https://www.fiverr.com/categories/business/business-plans?source=gallery-listing,I will write a professional business plan with a financial plan,4.9(21),Starting at€88.88,4.9,21,21.0,88.88
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Book & eBook Writing,https://www.fiverr.com/categories/writing-translation/book-and-ebook-writing?source=gallery-listing,I will be your ghostwriter for nonfiction ebooks and books,4.8(11),Starting at€31.11,4.8,11,11.0,31.11
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,App & Website Previews,https://www.fiverr.com/categories/video-animation/app-website-previews?source=gallery-listing,I will produce a website or app video promotion,5.0(6),Starting at€35.55,5.0,6,6.0,35.55
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,LinkedIn Profiles,https://www.fiverr.com/categories/writing-translation/linkedin-profile-services?source=gallery-listing,"I will do linkedin profile creation, optimization, profile writing",4.9(35),Starting at€8.89,4.9,35,35.0,8.89
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Web Traffic,https://www.fiverr.com/categories/online-marketing/website-traffic?source=gallery-listing,I will drive worldwide keyword and niche targeted traffic,4.9(63),Starting at€39.99,4.9,63,63.0,39.99
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Convert Files,https://www.fiverr.com/categories/programming-tech/file-conversion-services?source=gallery-listing,"I will convert PDF, word to epub and mobi",nan,Starting at€17.78,5.0,1,17.0,17.78
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Scriptwriting,https://www.fiverr.com/categories/writing-translation/script-writing?source=gallery-listing,"I will write any kind of script, based on your requirements",5.0(3),Starting at€26.66,5.0,3,3.0,26.66
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Databases,https://www.fiverr.com/categories/programming-tech/database-programming-services?source=gallery-listing,"I will make database website, software",5.0(18),Starting at€31.11,5.0,18,18.0,31.11
Business,https://www.fiverr.com/categories/business?source=category_tree,Career Counseling,https://www.fiverr.com/categories/business/career-counseling?source=gallery-listing,I will guide you to find a job you love and make more money,nan,Starting at€66.66,5.0,1,17.0,66.66
